09:00:52,IST,CPU,%user,%nice,%system,%iowait,%steal,%idle
09:00:53,IST,0,1.01,0.00,1.01,0.00,0.00,97.98
09:00:53,IST,1,1.01,0.00,1.01,0.00,0.00,97.98
09:00:53,IST,2,4.00,0.00,0.00,0.00,0.00,96.00
09:00:53,IST,3,2.04,0.00,0.00,0.00,0.00,97.96
09:00:53,IST,4,5.10,0.00,1.02,0.00,0.00,93.88
09:00:53,IST,5,1.00,0.00,0.00,0.00,0.00,99.00
09:00:53,IST,6,1.01,0.00,0.00,0.00,0.00,98.99
09:00:53,IST,7,4.95,0.00,0.99,0.00,0.00,94.06
09:00:53,IST,CPU,%user,%nice,%system,%iowait,%steal,%idle
09:00:54,IST,0,12.00,0.00,2.00,0.00,0.00,86.00
09:00:54,IST,1,0.00,0.00,1.02,0.00,0.00,98.98
09:00:54,IST,2,2.04,0.00,0.00,0.00,0.00,97.96
09:00:54,IST,3,3.03,0.00,1.01,0.00,0.00,95.96
09:00:54,IST,4,8.91,0.00,0.99,0.00,0.00,90.10
09:00:54,IST,5,1.01,0.00,0.00,0.00,0.00,98.99
09:00:54,IST,6,1.98,0.00,0.00,0.00,0.00,98.02
09:00:54,IST,7,1.00,0.00,1.00,0.00,0.00,98.00
09:00:54,IST,CPU,%user,%nice,%system,%iowait,%steal,%idle
09:00:55,IST,0,6.00,0.00,1.00,0.00,0.00,93.00
09:00:55,IST,1,2.02,0.00,0.00,1.01,0.00,96.97
09:00:55,IST,2,0.99,0.00,1.98,0.00,0.00,97.03
09:00:55,IST,3,4.08,0.00,0.00,0.00,0.00,95.92
09:00:55,IST,4,1.00,0.00,1.00,0.00,0.00,98.00
09:00:55,IST,5,1.00,0.00,1.00,0.00,0.00,98.00
09:00:55,IST,6,1.01,0.00,0.00,0.00,0.00,98.99
09:00:55,IST,7,2.00,0.00,1.00,0.00,0.00,97.00
09:00:55,IST,CPU,%user,%nice,%system,%iowait,%steal,%idle
09:00:56,IST,0,1.98,0.00,0.00,0.00,0.00,98.02
09:00:56,IST,1,2.94,0.00,1.96,0.00,0.00,95.10
09:00:56,IST,2,1.01,0.00,0.00,0.00,0.00,98.99
09:00:56,IST,3,6.00,0.00,1.00,0.00,0.00,93.00
09:00:56,IST,4,9.00,0.00,0.00,0.00,0.00,91.00
09:00:56,IST,5,0.00,0.00,0.00,0.00,0.00,100.00
09:00:56,IST,6,1.00,0.00,1.00,0.00,0.00,98.00
09:00:56,IST,7,3.03,0.00,1.01,0.00,0.00,95.96
09:00:56,IST,CPU,%user,%nice,%system,%iowait,%steal,%idle
09:00:57,IST,0,0.00,0.00,1.01,0.00,0.00,98.99
09:00:57,IST,1,1.00,0.00,0.00,0.00,0.00,99.00
09:00:57,IST,2,1.01,0.00,1.01,0.00,0.00,97.98
09:00:57,IST,3,0.00,0.00,1.00,0.00,0.00,99.00
09:00:57,IST,4,5.05,0.00,0.00,0.00,0.00,94.95
09:00:57,IST,5,0.00,0.00,1.01,0.00,0.00,98.99
09:00:57,IST,6,10.68,0.00,0.97,0.00,0.00,88.35
09:00:57,IST,7,3.03,0.00,0.00,0.00,0.00,96.97
09:00:57,IST,CPU,%user,%nice,%system,%iowait,%steal,%idle
09:00:58,IST,0,8.00,0.00,0.00,0.00,0.00,92.00
09:00:58,IST,1,0.00,0.00,1.01,0.00,0.00,98.99
09:00:58,IST,2,2.97,0.00,0.99,0.00,0.00,96.04
